k,2,4,8,16
3,0.8094360316258763,0.8169435148399959,0.7559370831231302,0.5562862161289097
4,0.9176975042257374,0.7261759672393111,0.7777821232966178,0.6813247979653105
5,0.9876547048897197,0.9110787256185995,0.8721700513918588,0.8214662995597365
6,0.9955597795491524,0.9775259280181519,0.88774645056937,0.7898541577857048
7,0.9984963310062789,0.9265361414972089,0.9237036639508863,0.7368476800381278
